index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
1,OrionEp17_001.mp3,8.22,00:00:00:00,00:00:08:06,246,NO,0.00,kore,エレベーターで「今日は暑いですね」と言おうとして、やめる。——あの人、忙しそうだし。
2,OrionEp17_002.mp3,4.57,00:00:08:16,00:00:13:03,137,NO,0.00,kore,会議前の雑談が消え、<sub alias='スラック'>Slack</sub>のやり取りは用件だけ。
3,OrionEp17_003.mp3,10.09,00:00:13:13,00:00:23:15,302,NO,0.00,kore,無駄を削ぎ落としたとき、私たちの関係性は「整理」されるのでしょうか。それとも——「断絶」されるのでしょうか？
4,OrionEp17_004.mp3,6.09,00:00:23:25,00:00:29:28,182,NO,0.00,kore,ようこそ、<sub alias='オリオン'>Orion</sub>の会議室へ。今夜のテーマは「雑談ができない私たち」。
5,OrionEp17_005.mp3,7.17,00:00:30:08,00:00:37:13,214,NO,0.00,kore,古今東西の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
6,OrionEp17_006.mp3,2.89,00:00:37:23,00:00:40:19,86,NO,0.00,kore,今夜結ぶのは、こんな星座——
7,OrionEp17_007.mp3,3.85,00:00:40:29,00:00:44:25,115,NO,0.00,kore,「中身のない会話」に隠された、つながりの秘密。
8,OrionEp17_008.mp3,9.97,00:00:45:05,00:00:55:04,298,NO,0.00,kore,「人」と「間」という漢字が教える、関係性の本質。機械の中にあえて残された、必要な「緩み」。
9,OrionEp17_009.mp3,9.41,00:00:55:14,00:01:04:26,282,NO,0.00,kore,そして、何も描かないことで生まれる、緊張と余韻。バラバラの知恵が、「余白」という一本の糸で結ばれていきます。
10,OrionEp17_010.mp3,8.37,00:01:05:06,00:01:13:17,250,NO,0.00,kore,月曜日の午後。定例会議。アジェンダ、ゴール、ネクストアクション。30分で終了。完璧だ。
11,OrionEp17_011.mp3,6.09,00:01:13:27,00:01:19:29,182,NO,0.00,kore,でも、会議室を出た瞬間、ふと思う。「あれ、あの人、今どんな顔をしていただろう？」
12,OrionEp17_012.mp3,4.97,00:01:20:09,00:01:25:08,148,NO,0.00,kore,情報を完璧に交換したはずなのに、相手のことが何も分からない。
13,OrionEp17_013.mp3,3.85,00:01:25:18,00:01:29:14,115,NO,0.00,kore,まるで、自動販売機とやり取りをしたような虚しさ。
14,OrionEp17_014.mp3,5.61,00:01:29:24,00:01:35:12,168,NO,0.00,kore,1920年代。ポーランド出身の人類学者<sub alias='ブロニスワフ・マリノフスキー'>ブロニスワフ・マリノフスキー</sub>は——
15,OrionEp17_015.mp3,7.53,00:01:35:22,00:01:43:07,225,NO,0.00,kore,南太平洋の村に何年も住み込み、現地の人々と暮らしながら、ある奇妙な言語行為に気づきます。
16,OrionEp17_016.mp3,9.81,00:01:43:17,00:01:53:11,294,NO,0.00,kore,人々は、情報を伝えるためではない言葉を、頻繁に交わしている。「今日はいい天気だね」「元気かい？」
17,OrionEp17_017.mp3,4.45,00:01:53:21,00:01:58:05,133,NO,0.00,kore,答えを求めているわけではない。新しい情報を伝えているわけでもない。
18,OrionEp17_018.mp3,3.89,00:01:58:15,00:02:02:11,116,NO,0.00,kore,彼はこれを「<sub alias='ファティック・コミュニケーション'>ファティック・コミュニケーション</sub>」と名付けました。
19,OrionEp17_019.mp3,7.33,00:02:02:21,00:02:10:01,219,NO,0.00,charon,There are utterances which do not serve the purpose of communicating ideas—but of establishing bonds of personal union.
20,OrionEp17_020.mp3,14.57,00:02:10:11,00:02:24:28,436,NO,0.00,kore,「観念の伝達ではなく、人と人との結びつきを確立するために機能する発話がある。」つまり、「無駄話」は無駄ではなかった。それは、人と人との間に「つながり」を編み上げる、見えない糸だったのです。
21,OrionEp17_021.mp3,8.53,00:02:25:08,00:02:33:24,255,NO,0.00,kore,同じ頃、京都——。哲学者・和辻哲郎は、西洋哲学が前提とする「個人」という概念に疑問を抱いていました。
22,OrionEp17_022.mp3,11.37,00:02:34:04,00:02:45:14,340,NO,0.00,kore,哲学者・和辻哲郎は「人間」という日本語に注目します。「人」と「間」。文字通り、人と人の間（あいだ）で成り立つ存在。
23,OrionEp17_023.mp3,6.57,00:02:45:24,00:02:52:11,196,NO,0.00,kore,英語の<sub alias='インディビジュアル'>individual</sub>——分割できないもの——とは、まったく違う世界観がそこにある。
24,OrionEp17_024.mp3,6.13,00:02:52:21,00:02:58:25,183,NO,0.00,charon,「倫理問題の場所は、孤立的個人の意識にではなく、人と人との間柄にある。」
25,OrionEp17_025.mp3,9.41,00:02:59:05,00:03:08:17,282,NO,0.00,kore,和辻にとって、人間とは孤立した個体ではない。人と人との「間」において、初めて「人間」として存在する。
26,OrionEp17_026.mp3,9.45,00:03:08:27,00:03:18:10,283,NO,0.00,kore,効率化の名のもとに雑談を排除するとき、私たちは相手を「人間」ではなく「情報処理端末」として扱っている。
27,OrionEp17_027.mp3,4.81,00:03:18:20,00:03:23:14,144,NO,0.00,kore,それは効率化ではありません。人間性そのものの否定なのです。
