index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
1,OrionEp23_001.mp3,1.78,00:00:00:00,00:00:01:23,53,NO,0.00,kore,「あの人、どっち派？」
2,OrionEp23_002.mp3,9.59,00:00:02:03,00:00:11:20,287,NO,0.00,kore,会社には、組織図に載らない「もうひとつの地図」がある。誰と誰が繋がっていて、誰と誰が対立しているか。
3,OrionEp23_003.mp3,5.14,00:00:12:00,00:00:17:04,154,NO,0.00,kore,その見えない境界線に、私たちは日々怯えています。
4,OrionEp23_004.mp3,7.60,00:00:17:14,00:00:25:02,227,NO,0.00,kore,ようこそ、<sub alias='オリオン'>Orion</sub>の会議室へ。今夜のテーマは「派閥という名の引力」。
5,OrionEp23_005.mp3,7.51,00:00:25:12,00:00:32:27,225,NO,0.00,kore,<sub alias='ここんとうざい'>古今東西</sub>の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
6,OrionEp23_006.mp3,11.11,00:00:33:07,00:00:44:10,332,NO,0.00,kore,今夜めぐる星々は——二者関係を変える「第三者」の力学。権力の外で信義だけを武器にした游侠の生き方。
7,OrionEp23_007.mp3,9.86,00:00:44:20,00:00:54:16,295,NO,0.00,kore,繋がっていない者同士の「隙間」が持つ価値。そして、二つの巨大な力が釣り合う宇宙の均衡点。
8,OrionEp23_008.mp3,6.67,00:00:54:26,00:01:01:15,199,NO,0.00,kore,バラバラの星々が、「どちらにも属さない」という生き方を照らし始めます。
9,OrionEp23_009.mp3,5.26,00:01:01:25,00:01:07:03,157,NO,0.00,aoede,昼休み。A部長派の先輩に誘われて、一緒に<sub alias='ランチ'>lunch</sub>へ行く。
10,OrionEp23_010.mp3,9.08,00:01:07:13,00:01:16:15,272,NO,0.00,aoede,「最近、B部長のところとうまくやってるみたいだね」何気ない言葉。でも、その裏にある意味は分かる。
11,OrionEp23_011.mp3,6.61,00:01:16:25,00:01:23:13,198,NO,0.00,aoede,午後、B部長から声をかけられる。「今度の企画、君に任せたいんだけど」
12,OrionEp23_012.mp3,5.29,00:01:23:23,00:01:29:02,158,NO,0.00,aoede,嬉しい。でも、これを受けたらA部長派から睨まれる。
13,OrionEp23_013.mp3,5.59,00:01:29:12,00:01:35:00,167,NO,0.00,aoede,どちらにつくべきか。いや、そもそも「つかなければならない」のか。
14,OrionEp23_014.mp3,3.47,00:01:35:10,00:01:38:24,104,NO,0.00,kore,派閥の境界線上で、足がすくむ。
15,OrionEp23_015.mp3,11.11,00:01:39:04,00:01:50:07,333,NO,0.00,kore,20世紀初頭、<sub alias='ベルリン'>Berlin</sub>。<sub alias='ゲオルク・ジンメル'>Georg Simmel</sub>は、大学の正教授になれないまま、私講師として社会学を講じていました。
16,OrionEp23_016.mp3,6.04,00:01:50:17,00:01:56:18,180,NO,0.00,kore,<sub alias='ユダヤ'>Jewish</sub>系であること、そして<sub alias='アカデミズム'>academism</sub>の「派閥」に属さなかったことが理由でした。
17,OrionEp23_017.mp3,7.05,00:01:56:28,00:02:03:29,211,NO,0.00,kore,皮肉にも、その outsider の視点が、人間関係の構造を見抜く眼を与えます。
18,OrionEp23_018.mp3,5.33,00:02:04:09,00:02:09:19,159,NO,0.00,charon,「第三者の登場によって、普遍性の契機が加わる」
19,OrionEp23_019.mp3,21.38,00:02:09:29,00:02:31:09,640,NO,0.00,kore,二者関係は不安定です。対立すれば、どちらかが勝つまで終わらない。しかし、そこに「第三者」が加わると、力学が変わる。<sub alias='ジンメル'>Simmel</sub>は、第三者の役割を三つに分類しました。「仲裁者」「漁夫の利を得る者」「分割統治者」。
20,OrionEp23_020.mp3,16.12,00:02:31:19,00:02:47:23,483,NO,0.00,kore,重要なのは、第三者こそが関係の鍵を握るということ。二つの派閥の間にいる人間は、弱い立場ではない。むしろ、両者の関係を左右できる、戦略的な位置にいるのです。
21,OrionEp23_021.mp3,14.44,00:02:48:03,00:03:02:15,432,NO,0.00,kore,紀元前1世紀、中国・漢。司馬遷は、宮刑という屈辱を受けながら、『史記』を書き続けていました。友人を弁護したために、皇帝の怒りを買ったのです。
22,OrionEp23_022.mp3,8.22,00:03:02:25,00:03:11:02,246,NO,0.00,kore,権力に翻弄された彼が、特別な敬意を込めて記録した人々がいます。「游侠」。
23,OrionEp23_023.mp3,5.38,00:03:11:12,00:03:16:23,161,NO,0.00,charon,「その言は必ず信、その行いは必ず果たす」
24,OrionEp23_024.mp3,18.08,00:03:17:03,00:03:35:05,541,NO,0.00,kore,游侠とは、正式な官職を持たず、権力の外にいながら、信義だけで人々を繋いだ者たち。朝廷の命令ではなく、自らの信念で動いた。困っている者を助け、約束を守り、時には権力者にも物申した。
25,OrionEp23_025.mp3,10.58,00:03:35:15,00:03:46:02,317,NO,0.00,kore,どの派閥にも属さない。だからこそ、誰からも信頼される。游侠の力は、「どこにも属さないこと」から生まれていたのです。
26,OrionEp23_026.mp3,8.97,00:03:46:12,00:03:55:11,268,NO,0.00,kore,1867年、京都。坂本龍馬は、薩摩藩でも長州藩でもない場所に立っていました。
27,OrionEp23_027.mp3,14.61,00:03:55:21,00:04:10:08,437,NO,0.00,kore,土佐藩を脱藩した浪人。どこにも属さない。だからこそ、犬猿の仲だった薩摩と長州を結びつけ、薩長同盟を実現できた。
28,OrionEp23_028.mp3,8.93,00:04:10:18,00:04:19:16,267,NO,0.00,kore,1990年代、<sub alias='シカゴ'>Chicago</sub>大学。社会学者<sub alias='ロナルド・バート'>Ronald Burt</sub>は、龍馬のような存在を理論化しました。
29,OrionEp23_029.mp3,5.64,00:04:19:26,00:04:25:15,169,NO,0.00,charon,「社会構造の穴の近くに立つ人間は、良い<sub alias='アイデア'>idea</sub>を持つ可能性が高い」
30,OrionEp23_030.mp3,11.95,00:04:25:25,00:04:37:23,358,NO,0.00,kore,繋がっていない<sub alias='グループ'>group</sub>同士の「隙間」——構造的空隙——に位置する人間。その人は、両方の情報に<sub alias='アクセス'>access</sub>でき、両方に影響を与えられる。
31,OrionEp23_031.mp3,8.58,00:04:38:03,00:04:46:20,257,NO,0.00,kore,派閥Aと派閥Bの間にいるあなた。それは「板挟み」ではなく、構造的空隙を占めているのです。
32,OrionEp23_032.mp3,6.04,00:04:47:00,00:04:53:01,180,NO,0.00,kore,「隙間に立つ」という戦略。実は、宇宙もこの原理で動いています。
33,OrionEp23_033.mp3,12.08,00:04:53:11,00:05:05:13,361,NO,0.00,kore,1772年、<sub alias='フランス'>France</sub>。数学者<sub alias='ジョゼフ＝ルイ・ラグランジュ'>Joseph-Louis Lagrange</sub>は、三体問題——三つの天体が互いに引き合う運動——を解析していました。
34,OrionEp23_034.mp3,17.78,00:05:05:23,00:05:23:16,532,NO,0.00,kore,彼が発見したのは、二つの大きな天体の重力が釣り合う「安定点」。現在「<sub alias='ラグランジュ'>Lagrange</sub>点」と呼ばれるものです。たとえば地球と月の間には、どちらの重力にも引っ張られながら、絶妙な<sub alias='バランス'>balance</sub>で留まれる点が存在する。
35,OrionEp23_035.mp3,23.07,00:05:23:26,00:05:46:27,691,NO,0.00,kore,そこは、ただ流されている場所ではありません。双方の重力を感じながら、自らの位置を保ち続ける、高度な均衡点。宇宙では、この点に人工衛星が配置されています。どちらの天体にも「属さない」からこそ、両方を観測できる特等席になる。
36,OrionEp23_036.mp3,6.93,00:05:47:07,00:05:54:05,207,NO,0.00,kore,派閥もまた、巨大な重力です。その間には、<sub alias='ラグランジュ'>Lagrange</sub>点がある。
37,OrionEp23_037.mp3,10.75,00:05:54:15,00:06:05:07,322,NO,0.00,kore,派閥に「入らない」ことは、弱さではありません。むしろ、それは「選ばれなかった」のではなく「選ばなかった」という、能動的な態度です。
38,OrionEp23_038.mp3,11.11,00:06:05:17,00:06:16:20,332,NO,0.00,kore,どちらにも属さないからこそ、どちらからも必要とされる。境界線の上に立つ人間だけが、境界線を消すことができる。
39,OrionEp23_039.mp3,5.12,00:06:17:00,00:06:22:03,153,NO,0.00,kore,あなたは「どっちつかず」ではない。「どちらにも行ける自由」を持っているのです。
40,OrionEp23_040.mp3,9.64,00:06:22:13,00:06:32:02,288,NO,0.00,aoede,明日、また派閥の境界線を感じる瞬間があるでしょう。「あの人、どっち派？」という視線。どちらかに寄るよう促す圧力。
41,OrionEp23_041.mp3,5.45,00:06:32:12,00:06:37:26,163,NO,0.00,aoede,そんな時、思い出してください。無理にどちらかに飛び込む必要はない。
42,OrionEp23_042.mp3,8.84,00:06:38:06,00:06:47:01,264,NO,0.00,kore,両方から信頼を得て、両方を繋ぐ。游侠のように、龍馬のように、属さないことを力に変える。
43,OrionEp23_043.mp3,4.31,00:06:47:11,00:06:51:20,129,NO,0.00,kore,派閥の「間」にこそ、あなたの居場所があるのかもしれません。
44,OrionEp23_044.mp3,10.48,00:06:52:00,00:07:02:14,314,NO,0.00,kore,夜空を見上げると、<sub alias='オリオン'>Orion</sub>座が輝いています。星々は、互いの重力で引き合いながら、それぞれの位置を保っている。
45,OrionEp23_045.mp3,8.01,00:07:02:24,00:07:10:24,239,NO,0.00,kore,引力の「間」に、道はある。知識の星座は、見る人によって違う物語を紡ぎます。
46,OrionEp23_046.mp3,5.91,00:07:11:04,00:07:17:01,177,NO,0.00,kore,今夜、あなたの「属さない勇気」に、静かな光が届きますように。
