index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
1,OrionEp28_001.mp3,7.37,00:00:00:00,00:00:07:10,220,NO,0.00,aoede,「この会議、本当に必要だったのかな」終わった後、誰もがそう思う。でも、誰も言わない。
2,OrionEp28_002.mp3,6.89,00:00:07:20,00:00:14:17,206,NO,0.00,kore,私たちは会議に多くの時間を費やしています。しかし、その時間は「生きている」のでしょうか。
3,OrionEp28_003.mp3,5.45,00:00:14:27,00:00:20:10,163,NO,0.00,kore,ようこそ、<sub alias='オリオン'>Orion</sub>の会議室へ。今夜のテーマは「会議という時間」。
4,OrionEp28_004.mp3,6.65,00:00:20:20,00:00:27:10,199,NO,0.00,kore,<sub alias='ここんとうざい'>古今東西</sub>の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
5,OrionEp28_005.mp3,5.69,00:00:27:20,00:00:33:10,170,NO,0.00,kore,今夜めぐる星々は——黙っていても伝わる<sub alias='メッセージ'>message</sub>という発見。
6,OrionEp28_006.mp3,6.93,00:00:33:20,00:00:40:18,207,NO,0.00,kore,統合されない声が響き合う「多声性」。<sub alias='ノイズ'>noise</sub>が本音を浮かび上がらせる物理法則。
7,OrionEp28_007.mp3,10.73,00:00:40:28,00:00:51:20,321,NO,0.00,kore,そして、全員で作る二度とない舞台という教え。バラバラの星々が、「無駄な時間」を「創造の場」に変える鍵を照らし始めます。
8,OrionEp28_008.mp3,5.85,00:00:52:00,00:00:57:25,175,NO,0.00,aoede,月曜日の午後。週例会議。議題は三つ。予定時間は一時間。
9,OrionEp28_009.mp3,8.17,00:00:58:05,00:01:06:10,244,NO,0.00,aoede,しかし、最初の議題で三十分が過ぎる。誰かが脱線し、誰かがそれに乗り、話は横道へ。
10,OrionEp28_010.mp3,4.49,00:01:06:20,00:01:11:04,134,NO,0.00,aoede,沈黙している人がいる。発言しているのは、いつも同じ三人。
11,OrionEp28_011.mp3,5.81,00:01:11:14,00:01:17:08,174,NO,0.00,aoede,結局、何も決まらないまま、時間だけが過ぎていく。「次回に持ち越しましょう」
12,OrionEp28_012.mp3,4.89,00:01:17:18,00:01:22:15,146,NO,0.00,kore,また同じ結末。会議室を出る足取りが、重い。
13,OrionEp28_013.mp3,7.77,00:01:22:25,00:01:30:18,232,NO,0.00,kore,1960年代、<sub alias='カリフォルニア'>California</sub>・<sub alias='パロアルト'>Palo Alto</sub>。<sub alias='オーストリア'>Austria</sub>出身の心理学者<sub alias='ポール・ワツラウィック'>Paul Watzlawick</sub>は——
14,OrionEp28_014.mp3,4.73,00:01:30:28,00:01:35:20,141,NO,0.00,kore,精神研究所で<sub alias='コミュニケーション'>communication</sub>の構造を解析していました。
15,OrionEp28_015.mp3,3.69,00:01:36:00,00:01:39:20,110,NO,0.00,kore,彼が研究していたのは、統合失調症患者の家族でした。なぜある家庭では子どもが病むのか。言葉だけを分析しても分からない。しかし、沈黙や視線、声の<sub alias='トーン'>tone</sub>まで含めて観察すると、見えてくるものがあった。
16,OrionEp28_016.mp3,3.17,00:01:40:00,00:01:43:05,95,NO,0.00,kore,そこから彼が発見したのは、直感に反する事実でした。
17,OrionEp28_017.mp3,13.45,00:01:43:15,00:01:56:29,403,NO,0.00,charon,「人は、<sub alias='コミュニケーション'>communication</sub>しないことができない」
18,OrionEp28_018.mp3,19.53,00:01:57:09,00:02:16:24,585,NO,0.00,kore,沈黙していても、それは「沈黙」という<sub alias='メッセージ'>message</sub>を発している。腕を組んでいれば「距離を置いている」と伝わる。目を合わせなければ「関心がない」と読まれる。
19,OrionEp28_019.mp3,3.77,00:02:17:04,00:02:20:27,113,NO,0.00,kore,そして厄介なことに、その沈黙は多義的です。同意にも見えるし、抵抗にも見えるし、諦めにも見える。発信者の意図と、受信者の解釈がずれやすい。
20,OrionEp28_020.mp3,10.01,00:02:21:07,00:02:31:07,300,NO,0.00,kore,1920年代、<sub alias='ソビエト'>Soviet</sub>連邦。文学理論家<sub alias='ミハイル・バフチン'>Mikhail Bakhtin</sub>は、<sub alias='スターリン'>Stalin</sub>体制下で「単一の声」が強制される時代を生きていました。
21,OrionEp28_021.mp3,4.77,00:02:31:17,00:02:36:10,142,NO,0.00,kore,異論は許されない。全員が同じ結論に向かって発言する。会議とは、すでに決まった方針を追認する儀式に過ぎない——そんな時代に、<sub alias='バフチン'>Bakhtin</sub>は真逆の概念を練り上げていました。
22,OrionEp28_022.mp3,16.49,00:02:36:20,00:02:53:04,494,NO,0.00,charon,「独立し、融合しない複数の声と意識の多様性」
23,OrionEp28_023.mp3,16.85,00:02:53:14,00:03:10:09,505,NO,0.00,kore,通常の小説では、登場人物の声は作者の意図に従属しています。しかし<sub alias='ドストエフスキー'>Dostoevsky</sub>の小説では、登場人物たちが作者の思惑を超えて、自分自身の論理で語り始める。<sub alias='バフチン'>Bakhtin</sub>はこれを「<sub alias='ポリフォニー'>polyphony</sub>（多声性）」と呼びました。
24,OrionEp28_024.mp3,5.93,00:03:10:19,00:03:16:17,177,NO,0.00,kore,<sub alias='バフチン'>Bakhtin</sub>はこれを「<sub alias='ポリフォニー'>polyphony</sub>（多声性）」と呼びました。それは、体制への静かな抵抗でもありました。
25,OrionEp28_025.mp3,3.53,00:03:16:27,00:03:20:13,105,NO,0.00,kore,会議も同じかもしれません。<sub alias='リーダー'>leader</sub>が「こう決めたい」と思っていても、参加者それぞれが独自の視点を持っている。それを「<sub alias='ノイズ'>noise</sub>」と見なすか、「<sub alias='ポリフォニー'>polyphony</sub>」と見なすか。異なる声が響き合うことを許容した時、会議は「報告の場」から「創造の場」に変わる可能性があります。
26,OrionEp28_026.mp3,11.13,00:03:20:23,00:03:31:26,333,NO,0.00,kore,しかし、「<sub alias='ノイズ'>noise</sub>を許容せよ」と言われても、現実の会議は混乱するだけではないか。
27,OrionEp28_027.mp3,15.49,00:03:32:06,00:03:47:21,464,NO,0.00,kore,ここで、物理学が意外な答えを持っています。
