index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
1,OrionEp26_001.mp3,5.06,00:00:00:00,00:00:05:01,151,NO,0.00,kore,あと3日あると思っていた。気づけば、今夜が締切。
2,OrionEp26_002.mp3,7.29,00:00:05:11,00:00:12:20,218,NO,0.00,kore,「なぜ、いつもこうなるのか」——その問いに、意志の弱さ以外の答えはあるのでしょうか。
3,OrionEp26_003.mp3,6.74,00:00:13:00,00:00:19:22,202,NO,0.00,kore,ようこそ、<sub alias='オリオン'>Orion</sub>の会議室へ。今夜のテーマは「締切前夜の心理学」。
4,OrionEp26_004.mp3,8.57,00:00:20:02,00:00:28:19,256,NO,0.00,kore,<sub alias='ここんとうざい'>古今東西</sub>の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
5,OrionEp26_005.mp3,11.83,00:00:28:29,00:00:40:23,354,NO,0.00,kore,今夜めぐる星々は——「仕事は、締切いっぱいに膨らむ」という法則。「脳は『未来の苦痛』を割り引いて見ている」という発見。
6,OrionEp26_006.mp3,8.03,00:00:41:03,00:00:49:04,240,NO,0.00,kore,「時計の時間」と「生きられる時間」の違い。そして、「今、ここだけが、ある」という禅の思想。
7,OrionEp26_007.mp3,6.62,00:00:49:14,00:00:56:02,198,NO,0.00,kore,バラバラの星々が、締切前夜の焦燥に新しい光を当て始めます。
8,OrionEp26_008.mp3,8.04,00:00:56:12,00:01:04:13,240,NO,0.00,aoede,月曜日、「金曜までに企画書を」と言われた。余裕だと思った。まだ5日もある。
9,OrionEp26_009.mp3,9.45,00:01:04:23,00:01:14:06,283,NO,0.00,aoede,火曜日、まず情報収集から。<sub alias='ネット'>net</sub><sub alias='サーフィン'>surfing</sub>が止まらない。関係ありそうな記事を読み漁る。
10,OrionEp26_010.mp3,12.65,00:01:14:16,00:01:27:06,379,NO,0.00,aoede,水曜日、「明日から本気出す」。なぜか部屋の掃除を始めている。机が綺麗になると仕事が捗る気がする。
11,OrionEp26_011.mp3,7.41,00:01:27:16,00:01:34:28,222,NO,0.00,aoede,木曜日、ようやく<sub alias='ファイル'>file</sub>を開く。白紙の<sub alias='スライド'>slide</sub>が画面を睨んでいる。
12,OrionEp26_012.mp3,7.72,00:01:35:08,00:01:42:29,231,NO,0.00,aoede,そして金曜、午前2時。<sub alias='コンビニ'>convenience store</sub>の<sub alias='コーヒー'>coffee</sub>を3杯飲み干しながら、猛烈に<sub alias='キーボード'>keyboard</sub>を叩いている。
13,OrionEp26_013.mp3,2.45,00:01:43:09,00:01:45:23,73,NO,0.00,aoede,「なぜ、毎回こうなるんだ」
14,OrionEp26_014.mp3,8.98,00:01:46:03,00:01:55:02,269,NO,0.00,kore,自分を責めながら、でも心のどこかで分かっている。来月も、きっと同じことを繰り返す。
15,OrionEp26_015.mp3,7.47,00:01:55:12,00:02:02:26,223,NO,0.00,kore,1955年、<sub alias='ロンドン'>London</sub>。歴史学者<sub alias='シリル・ノースコート・パーキンソン'>Cyril Northcote Parkinson</sub>は——
16,OrionEp26_016.mp3,10.86,00:02:03:06,00:02:14:01,325,NO,0.00,kore,大英帝国の官僚制を研究していました。植民地が縮小しているのに、なぜ植民地省の職員は増え続けるのか。
