index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
1,OrionEp30_001.mp3,8.17,00:00:00:00,00:00:08:04,244,NO,0.00,aoede,退職する先輩から、分厚い<sub alias='マニュアル'>manual</sub>を渡された。でも、本当に大切なことは、そこには書かれていない気がする。
2,OrionEp30_002.mp3,8.05,00:00:08:14,00:00:16:16,241,NO,0.00,kore,「引き継ぎ」とは何でしょうか。業務の移管か、それとも、もっと深い何かを手渡す行為なのでしょうか。
3,OrionEp30_003.mp3,6.89,00:00:16:26,00:00:23:22,206,NO,0.00,kore,ようこそ、<sub alias='オリオン'>Orion</sub>の会議室へ。今夜のテーマは「引き継ぎという贈り物」。
4,OrionEp30_004.mp3,7.53,00:00:24:02,00:00:31:18,225,NO,0.00,kore,<sub alias='ここんとうざい'>古今東西</sub>の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
5,OrionEp30_005.mp3,8.69,00:00:31:28,00:00:40:18,260,NO,0.00,kore,今夜めぐる星々は——<sub alias='マニュアル'>manual</sub>には書けない「暗黙知」という発見。贈り物に宿る送り手の魂。
6,OrionEp30_006.mp3,7.25,00:00:40:28,00:00:48:06,217,NO,0.00,kore,言葉を超えて心から心へ渡るもの。そして、他者が自分の中で生き続ける脳の不思議。
7,OrionEp30_007.mp3,5.89,00:00:48:16,00:00:54:12,176,NO,0.00,kore,バラバラの星々が、「引き継ぎ」という行為に新しい意味を与え始めます。
8,OrionEp30_008.mp3,5.09,00:00:54:22,00:00:59:25,152,NO,0.00,aoede,4月。先輩が去った後、新しい<sub alias='プロジェクト'>project</sub>が始まる。
9,OrionEp30_009.mp3,5.73,00:01:00:05,00:01:05:27,171,NO,0.00,aoede,<sub alias='マニュアル'>manual</sub>を開く。手順は書いてある。でも、なぜこの順番なのかが分からない。
10,OrionEp30_010.mp3,6.29,00:01:06:07,00:01:12:15,188,NO,0.00,aoede,<sub alias='クライアント'>client</sub>に電話する。なぜか話が噛み合わない。先輩なら、どう対応しただろう。
11,OrionEp30_011.mp3,1.81,00:01:12:25,00:01:14:19,54,NO,0.00,aoede,その瞬間、気づく。
12,OrionEp30_012.mp3,2.21,00:01:14:29,00:01:17:06,66,NO,0.00,kore,<sub alias='マニュアル'>manual</sub>は「抜け殻」だったのだ。
13,OrionEp30_013.mp3,8.09,00:01:17:16,00:01:25:18,242,NO,0.00,kore,1980年代、世界は不思議な現象を目撃していました。<sub alias='ホンダ'>Honda</sub>、<sub alias='キヤノン'>Canon</sub>、<sub alias='ソニー'>Sony</sub>——日本企業が次々と<sub alias='イノベーション'>innovation</sub>を生み出し、欧米企業を脅かしている。
14,OrionEp30_014.mp3,5.41,00:01:25:28,00:01:31:10,162,NO,0.00,kore,<sub alias='アメリカ'>America</sub>の経営学者たちは分析しました。戦略を調べ、組織図を描き、<sub alias='マニュアル'>manual</sub>を翻訳した。しかし、真似できない。なぜか。
15,OrionEp30_015.mp3,3.81,00:01:31:20,00:01:35:15,114,NO,0.00,kore,一橋大学の経営学者・<sub alias='のなかいくじろう'>野中郁次郎</sub>は、その謎に答えを出しました。
16,OrionEp30_016.mp3,6.09,00:01:35:25,00:01:41:27,182,NO,0.00,kore,なぜ<sub alias='ホンダ'>Honda</sub>や<sub alias='キヤノン'>Canon</sub>は、欧米企業が真似できない<sub alias='イノベーション'>innovation</sub>を生み出せるのか。
17,OrionEp30_017.mp3,15.69,00:01:42:07,00:01:57:27,470,NO,0.00,kore,彼が着目したのは、<sub alias='マニュアル'>manual</sub>に書かれていない知識でした。
18,OrionEp30_018.mp3,16.85,00:01:58:07,00:02:15:02,505,NO,0.00,charon,「暗黙知は個人的で、文脈に依存し、それゆえ形式化や伝達が難しい」
19,OrionEp30_019.mp3,7.21,00:02:15:12,00:02:22:18,216,NO,0.00,kore,<sub alias='マニュアル'>manual</sub>に書けるのは「形式知」。手順、数字、<sub alias='ルール'>rule</sub>。しかし、先輩が持っていた「勘」や「<sub alias='コツ'>knack</sub>」——<sub alias='クライアント'>client</sub>の声の<sub alias='トーン'>tone</sub>で機嫌を察する力、<sub alias='トラブル'>trouble</sub>の予兆を感じ取る嗅覚——それは「暗黙知」。
20,OrionEp30_020.mp3,9.25,00:02:22:28,00:02:32:06,277,NO,0.00,kore,<sub alias='のなか'>野中</sub>は、この暗黙知を伝えるには「共体験」が必要だと説きました。一緒にやる。隣で見る。同じ空気を吸う。日本企業の強さは、長い時間をかけた徒弟制的な<sub alias='オー・ジェー・ティー'>OJT</sub>、先輩の背中を見て学ぶ文化にあった。
21,OrionEp30_021.mp3,4.77,00:02:32:16,00:02:37:09,142,NO,0.00,kore,1925年、<sub alias='パリ'>Paris</sub>。人類学者<sub alias='マルセル・モース'>Marcel Mauss</sub>は、経済学の常識に挑戦していました。
22,OrionEp30_022.mp3,6.29,00:02:37:19,00:02:43:27,188,NO,0.00,kore,なぜ「未開」とされる社会では、贈り物をもらったら必ずお返しをするのか。それは単なる義理ではない、もっと深い何かがある。
23,OrionEp30_023.mp3,15.93,00:02:44:07,00:03:00:05,477,NO,0.00,kore,彼は<sub alias='ニュージーランド'>New Zealand</sub>の<sub alias='マオリ'>Māori</sub>族の概念に注目しました。「<sub alias='ハウ'>hau</sub>」。
24,OrionEp30_024.mp3,13.21,00:03:00:15,00:03:13:21,395,NO,0.00,charon,「贈り物において義務を生じさせるのは、受け取ったものが不活性ではないからだ」
25,OrionEp30_025.mp3,6.61,00:03:14:01,00:03:20:19,198,NO,0.00,kore,贈り物には、贈る人の霊（<sub alias='ハウ'>hau</sub>）が宿る。だから受け取った人は、それをお返ししないと、霊に復讐される——と彼らは信じていた。贈与とは、ただの物品移動ではない。「魂の移植」なのです。
26,OrionEp30_026.mp3,8.57,00:03:20:29,00:03:29:16,256,NO,0.00,kore,あなたが先輩から受け取った<sub alias='ファイル'>file</sub>。そこには、先輩の苦悩、工夫、徹夜の記憶——つまり「<sub alias='ハウ'>hau</sub>」が宿っている。それを「ただの<sub alias='データ'>data</sub>」として扱うと、仕事は死ぬ。
27,OrionEp30_027.mp3,12.61,00:03:29:26,00:03:42:14,377,NO,0.00,kore,暗黙知も、<sub alias='ハウ'>hau</sub>も、言葉では伝えられない。では、どうやって渡すのか。
28,OrionEp30_028.mp3,6.37,00:03:42:24,00:03:49:04,190,NO,0.00,kore,ある日、<sub alias='りょうじゅせん'>霊鷲山</sub>で<sub alias='しゃか'>釈迦</sub>は弟子たちの前に立ちました。説法を期待する大勢の前で、<sub alias='しゃか'>釈迦</sub>はただ一輪の花をかざした。
29,OrionEp30_029.mp3,14.25,00:03:49:14,00:04:03:22,427,NO,0.00,kore,弟子たちは困惑しました。言葉がない。説明がない。意味が分からない。沈黙が続く。
30,OrionEp30_030.mp3,8.93,00:04:04:02,00:04:12:29,267,NO,0.00,kore,その中で、<sub alias='まかかしょう'>摩訶迦葉</sub>だけが静かに微笑んだ。
31,OrionEp30_031.mp3,5.93,00:04:13:09,00:04:19:07,177,NO,0.00,charon,「私には正しい教えの眼がある。それを<sub alias='まかかしょう'>摩訶迦葉</sub>に託そう」
32,OrionEp30_032.mp3,8.41,00:04:19:17,00:04:27:29,252,NO,0.00,kore,なぜ<sub alias='まかかしょう'>摩訶迦葉</sub>だけが分かったのか。それは、長い時間を<sub alias='しゃか'>釈迦</sub>と共に過ごし、言葉以前の何かを共有していたから。
33,OrionEp30_033.mp3,5.69,00:04:28:09,00:04:34:00,170,NO,0.00,charon,「<sub alias='ふりゅうもんじ'>不立文字</sub>、<sub alias='きょうげべつでん'>教外別伝</sub>」——「文字に立てず、教えの外に別に伝える」
34,OrionEp30_034.mp3,11.57,00:04:34:10,00:04:45:26,346,NO,0.00,kore,言葉では伝えられないもの。しかし、心と心の間で確かに渡されるもの。<sub alias='のなか'>野中</sub>の「暗黙知」、<sub alias='モース'>Mauss</sub>の「<sub alias='ハウ'>hau</sub>」、禅の「<sub alias='いしんでんしん'>以心伝心</sub>」。東西の知恵が、同じ真実を指し示しています。
35,OrionEp30_035.mp3,24.37,00:04:46:06,00:05:10:17,730,NO,0.00,kore,1990年代、<sub alias='イタリア'>Italy</sub>・<sub alias='パルマ'>Parma</sub>大学。神経科学者<sub alias='ジャコモ・リゾラッティ'>Giacomo Rizzolatti</sub>の研究室で、偶然の発見がありました。
36,OrionEp30_036.mp3,4.77,00:05:10:27,00:05:15:20,142,NO,0.00,kore,その日、研究<sub alias='チーム'>team</sub>は<sub alias='マカクザル'>macaque monkey</sub>の脳に電極をつけて、手を伸ばして<sub alias='ピーナッツ'>peanut</sub>を掴む時の運動神経を測定していました。実験の合間、ある研究者が何気なく<sub alias='ピーナッツ'>peanut</sub>を掴んだ。
37,OrionEp30_037.mp3,3.85,00:05:16:00,00:05:19:25,115,NO,0.00,kore,その瞬間、<sub alias='モニター'>monitor</sub>が反応した。<sub alias='サル'>monkey</sub>は動いていない。ただ研究者の動きを「見ていた」だけなのに、<sub alias='サル'>monkey</sub>の脳では、自分で掴んだ時と同じ神経が発火していたのです。
38,OrionEp30_038.mp3,9.21,00:05:20:05,00:05:29:11,276,NO,0.00,kore,<sub alias='マカクザル'>macaque monkey</sub>の脳に電極をつけて運動神経を測定していた時、奇妙なことが起きた。
39,OrionEp30_039.mp3,3.53,00:05:29:21,00:05:33:07,105,NO,0.00,kore,<sub alias='サル'>monkey</sub>が自分で<sub alias='ピーナッツ'>peanut</sub>を掴んだ時だけでなく、研究者が<sub alias='ピーナッツ'>peanut</sub>を掴むのを「見た」だけで、同じ神経が発火したのです。
40,OrionEp30_040.mp3,5.49,00:05:33:17,00:05:39:02,164,NO,0.00,kore,「<sub alias='ミラー・ニューロン'>mirror neuron</sub>」——他者の行動を見るだけで、自分の脳内でも同じ神経が発火する。
41,OrionEp30_041.mp3,16.45,00:05:39:12,00:05:55:25,493,NO,0.00,kore,先輩が去った後、<sub alias='トラブル'>trouble</sub>が起きる。あなたは考える。「あの人なら、どうするか？」その瞬間、かつて先輩を見ていた時の<sub alias='ミラー・ニューロン'>mirror neuron</sub>が発火する。
42,OrionEp30_042.mp3,4.85,00:05:56:05,00:06:01:00,145,NO,0.00,kore,脳科学的に見れば、それは神経細胞の模倣に過ぎません。しかし、その時、あなたの脳を使って、いなくなったはずの先輩が思考し始めている。引き継ぎとは、単なる業務連絡ではありません。「私の思考回路を、あなたの脳に<sub alias='コピー'>copy</sub>すること」。組織という生命体の中で起きる、一種の「転生」なのです。
43,OrionEp30_043.mp3,8.29,00:06:01:10,00:06:09:19,248,NO,0.00,aoede,3月末。今度は、あなたが去る番。
44,OrionEp30_044.mp3,3.57,00:06:09:29,00:06:13:16,107,NO,0.00,kore,<sub alias='マニュアル'>manual</sub>は残す。でも、それは抜け殻に過ぎない。
45,OrionEp30_045.mp3,10.85,00:06:13:26,00:06:24:21,325,NO,0.00,kore,大切なのは、姿を見せること。隣に座り、電話をし、悩み、判断する姿を、後輩の<sub alias='ミラー・ニューロン'>mirror neuron</sub>に焼き付ける。
46,OrionEp30_046.mp3,3.61,00:06:25:01,00:06:28:19,108,NO,0.00,kore,言葉はいらない。<sub alias='しゃか'>釈迦</sub>が花をかざしたように、ただ見せるだけでいい。
47,OrionEp30_047.mp3,5.61,00:06:28:29,00:06:34:17,168,NO,0.00,kore,私はいなくなる。でも、私の仕事は、彼らの中で生き続ける。
48,OrionEp30_048.mp3,17.81,00:06:34:27,00:06:52:21,533,NO,0.00,kore,夜空を見上げると、<sub alias='オリオン'>Orion</sub>座が輝いています。星々は、光年という距離で離れている。でも、私たちの視線が、それらを結んで「星座」にする。いなくなった者の光が、まだ届いている。
49,OrionEp30_049.mp3,4.65,00:06:53:01,00:06:57:20,139,NO,0.00,kore,知識の星座は、見る人によって違う物語を紡ぎます。
50,OrionEp30_050.mp3,9.13,00:06:58:00,00:07:07:04,273,NO,0.00,kore,あなたが誰かから受け取ったもの。それを、次の誰かに渡してください。その連鎖の中に、私たちは生き続けるのですから。
