index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
1,OrionEp25_001.mp3,9.42,00:00:00:00,00:00:09:12,282,NO,0.00,kore,<sub alias='メール'>mail</sub>ソフトの「下書き」<sub alias='フォルダ'>folder</sub>。件名には「退職願」。作成日は、半年前。
2,OrionEp25_002.mp3,9.15,00:00:09:22,00:00:18:26,274,NO,0.00,kore,送信<sub alias='ボタン'>button</sub>を押せば、すべてが終わる。そして、すべてが始まる。分かっているのに、指が止まる。
3,OrionEp25_003.mp3,7.42,00:00:19:06,00:00:26:19,222,NO,0.00,kore,私たちは、なぜ「決断」を先送りにするために、これほど<sub alias='クリエイティブ'>creative</sub>な言い訳を思いつくのでしょうか。
4,OrionEp25_004.mp3,6.89,00:00:26:29,00:00:33:25,206,NO,0.00,kore,ようこそ、<sub alias='オリオン'>Orion</sub>の会議室へ。今夜のテーマは「退職という決断」。
5,OrionEp25_005.mp3,7.11,00:00:34:05,00:00:41:08,213,NO,0.00,kore,<sub alias='ここんとうざい'>古今東西</sub>の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
6,OrionEp25_006.mp3,11.12,00:00:41:18,00:00:52:21,333,NO,0.00,kore,今夜めぐる星々は——「自分に嘘をつく」という人間の構造。「苦労した分だけ愛着がわく」という脳の<sub alias='バグ'>bug</sub>。
7,OrionEp25_007.mp3,10.93,00:00:53:01,00:01:03:29,327,NO,0.00,kore,「死」を直視しなければ、生は輝かないという逆説。そして、「潜む時」と「飛ぶ時」を見極める古代の知恵。
8,OrionEp25_008.mp3,6.03,00:01:04:09,00:01:10:10,180,NO,0.00,kore,バラバラの星々が、「下書き」のまま止まったあなたの時間を動かし始めます。
9,OrionEp25_009.mp3,7.46,00:01:10:20,00:01:18:03,223,NO,0.00,aoede,日曜日の夜。憂鬱が押し寄せる。「辞めたい」——その気持ちに嘘はない。
10,OrionEp25_010.mp3,4.49,00:01:18:13,00:01:22:28,134,NO,0.00,aoede,でも、転職<sub alias='サイト'>site</sub>を見るたびに、不安が<sub alias='ブレーキ'>brake</sub>をかける。
11,OrionEp25_011.mp3,10.30,00:01:23:08,00:01:33:17,308,NO,0.00,aoede,「今の会社も、悪い人たちじゃないし」「あと3年いれば、課長になれるかもしれないし」「外に出て、通用する保証なんてないし」
12,OrionEp25_012.mp3,6.05,00:01:33:27,00:01:39:28,181,NO,0.00,aoede,天秤にかけているつもりで、実は天秤そのものが動かないように押さえつけている。
13,OrionEp25_013.mp3,5.78,00:01:40:08,00:01:46:01,173,NO,0.00,kore,この「ぬるま湯の地獄」から抜け出すために、冷徹な知性が必要です。
14,OrionEp25_014.mp3,7.99,00:01:46:11,00:01:54:11,239,NO,0.00,kore,1940年代、<sub alias='パリ'>Paris</sub>。<sub alias='ジャン＝ポール・サルトル'>Jean-Paul Sartre</sub>は、<sub alias='カフェ・ド・フロール'>Café de Flore</sub>の片隅で原稿を書きながら——
15,OrionEp25_015.mp3,18.04,00:01:54:21,00:02:12:21,540,NO,0.00,kore,<sub alias='ウェイター'>waiter</sub>の動きを観察していました。彼は気づきます。あの<sub alias='ウェイター'>waiter</sub>は「<sub alias='ウェイター'>waiter</sub>を演じている」。機械のように正確な動作、過剰に丁寧な物腰——まるで、自分が自由な人間であることを忘れようとしているかのように。
16,OrionEp25_016.mp3,3.32,00:02:13:01,00:02:16:11,99,NO,0.00,charon,「人間は自由の刑に処されている」
17,OrionEp25_017.mp3,17.73,00:02:16:21,00:02:34:12,531,NO,0.00,kore,人間は本来、自由な存在です。明日、<sub alias='ウェイター'>waiter</sub>を辞めてもいい。しかし、自由は不安です。だから、「私は<sub alias='ウェイター'>waiter</sub>である」と思い込むことで、自由の重荷から逃げようとする。
18,OrionEp25_018.mp3,3.38,00:02:34:22,00:02:38:04,101,NO,0.00,kore,<sub alias='サルトル'>Sartre</sub>はこれを「自己欺瞞」と呼びました。
19,OrionEp25_019.mp3,16.17,00:02:38:14,00:02:54:18,484,NO,0.00,kore,「住宅<sub alias='ローン'>loan</sub>があるから辞められない」「家族がいるから冒険できない」それは事実でしょうか？それとも、自由から逃げるために、自分を「<sub alias='ローン'>loan</sub>返済マシーン」という「物」に定義し直しているだけでしょうか。
20,OrionEp25_020.mp3,8.53,00:02:54:28,00:03:03:14,255,NO,0.00,kore,保留にしているのではない。あなたは毎日、「辞めない」という決断を、積極的にし続けているのです。
21,OrionEp25_021.mp3,3.91,00:03:03:24,00:03:07:21,117,NO,0.00,kore,なぜ、<sub alias='ブラック'>black</sub>な環境ほど、人は辞められないのか。
22,OrionEp25_022.mp3,7.91,00:03:08:01,00:03:15:28,236,NO,0.00,kore,1959年、<sub alias='スタンフォード'>Stanford</sub>大学。心理学者<sub alias='レオン・フェスティンガー'>Leon Festinger</sub>は奇妙な実験を行いました。
