index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
1,OrionEp24_001.mp3,7.82,00:00:00:00,00:00:07:24,234,NO,0.00,kore,「来月から、地方の支店に異動してもらう」その言葉を聞いた瞬間、頭が真っ白になった。
2,OrionEp24_002.mp3,4.97,00:00:08:04,00:00:13:03,149,NO,0.00,kore,希望していない異動。左遷としか思えない配置転換。
3,OrionEp24_003.mp3,2.93,00:00:13:13,00:00:16:11,87,NO,0.00,kore,自分は、何か間違ったのだろうか。
4,OrionEp24_004.mp3,6.86,00:00:16:21,00:00:23:16,205,NO,0.00,kore,ようこそ、<sub alias='オリオン'>Orion</sub>の会議室へ。今夜のテーマは「異動という名の流刑」。
5,OrionEp24_005.mp3,6.83,00:00:23:26,00:00:30:21,204,NO,0.00,kore,<sub alias='ここんとうざい'>古今東西</sub>の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
6,OrionEp24_006.mp3,12.13,00:00:31:01,00:00:43:05,363,NO,0.00,kore,今夜めぐる星々は——「人生は苦痛と退屈の間を揺れる振り子だ」という洞察。極限状態で「意味」を問い続けた精神科医の記録。
7,OrionEp24_007.mp3,8.98,00:00:43:15,00:00:52:14,269,NO,0.00,kore,進化の「転用」という、予想外の飛躍。そして、「どこにいても主人となれ」という禅の教え。
8,OrionEp24_008.mp3,6.66,00:00:52:24,00:00:59:14,199,NO,0.00,kore,バラバラの星々が、「望まない場所」に立たされた時の生き方を照らし始めます。
9,OrionEp24_009.mp3,7.10,00:00:59:24,00:01:06:26,212,NO,0.00,aoede,金曜日の夕方、上司に呼ばれた。「来期から、九州の支店に行ってもらいたい」
10,OrionEp24_010.mp3,9.51,00:01:07:06,00:01:16:21,285,NO,0.00,aoede,九州。東京から遠く離れた場所。今まで築いてきた人脈、進めていた<sub alias='プロジェクト'>project</sub>、すべてが<sub alias='リセット'>reset</sub>される。
11,OrionEp24_011.mp3,11.82,00:01:17:01,00:01:28:26,354,NO,0.00,aoede,「君の力が必要なんだ」と上司は言う。でも、それが本当かどうか、分からない。誰かに押し出されたのか。自分の評価が低かったのか。
12,OrionEp24_012.mp3,5.41,00:01:29:06,00:01:34:18,162,NO,0.00,aoede,週末、引っ越しの準備をしながら、何度も同じ問いが頭をよぎる。
13,OrionEp24_013.mp3,2.00,00:01:34:28,00:01:36:28,59,NO,0.00,kore,「なぜ、自分なのか」
