index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
1,OrionEp22_001.mp3,8.98,00:00:00:00,00:00:08:28,268,NO,0.00,kore,会議で発言するのは、いつも上司。自分はその横で資料を準備し、根回しをし、後始末をする。
2,OrionEp22_002.mp3,6.52,00:00:09:08,00:00:15:24,195,NO,0.00,kore,「縁の下の力持ち」と言えば聞こえはいい。でも、評価されるのは常に「上」の人間。
3,OrionEp22_003.mp3,4.12,00:00:16:04,00:00:20:07,123,NO,0.00,kore,ナンバー2であることに、意味はあるのでしょうか。
4,OrionEp22_004.mp3,7.14,00:00:20:17,00:00:27:21,214,NO,0.00,kore,ようこそ、<sub alias='オリオン'>Orion</sub>の会議室へ。今夜のテーマは「ナンバー2の矜持」。
5,OrionEp22_005.mp3,8.08,00:00:28:01,00:00:36:04,242,NO,0.00,kore,<sub alias='ここんとうざい'>古今東西</sub>の叡智を星座のように結び、現代の悩みに新しい視座を見つける8分間。
6,OrionEp22_006.mp3,10.05,00:00:36:14,00:00:46:15,301,NO,0.00,kore,今夜めぐる星々は——組織図には載らない「非公式組織」の発見。見えざるところに宿る統治の「術」。
7,OrionEp22_007.mp3,11.60,00:00:46:25,00:00:58:12,347,NO,0.00,kore,自らは変わらず反応を加速させる「触媒」の原理。そして、主役と背景が反転する「図と地」の法則。
8,OrionEp22_008.mp3,5.78,00:00:58:22,00:01:04:16,173,NO,0.00,kore,バラバラの星々が、「二番手」の静かな力を照らし始めます。
9,OrionEp22_009.mp3,7.52,00:01:04:26,00:01:12:11,225,NO,0.00,aoede,プロジェクトが成功した。打ち上げの席で、部長が称えられる。「素晴らしい<sub alias='リーダーシップ'>leadership</sub>でした」
10,OrionEp22_010.mp3,5.28,00:01:12:21,00:01:17:29,158,NO,0.00,aoede,拍手が起こる。あなたは隅の席で、静かに<sub alias='グラス'>glass</sub>を傾けている。
11,OrionEp22_011.mp3,10.13,00:01:18:09,00:01:28:13,303,NO,0.00,aoede,徹夜で資料を直したのは自分だ。<sub alias='メンバー'>member</sub>間の対立を調整したのも自分だ。<sub alias='クライアント'>client</sub>の無理な要求をなだめたのも。
12,OrionEp22_012.mp3,2.43,00:01:28:23,00:01:31:05,72,NO,0.00,aoede,でも、誰もそれを知らない。
13,OrionEp22_013.mp3,8.16,00:01:31:15,00:01:39:20,244,NO,0.00,kore,「あなたがいなければ成功しなかった」——その言葉は、永遠に届かないのだろうか。
14,OrionEp22_014.mp3,10.23,00:01:40:00,00:01:50:07,306,NO,0.00,kore,1930年代、アメリカ。<sub alias='エーティーアンドティー'>AT&T</sub>副社長<sub alias='チェスター・バーナード'>Chester Barnard</sub>は、ある矛盾に気づいていました。
15,OrionEp22_015.mp3,12.39,00:01:50:17,00:02:02:28,371,NO,0.00,kore,同じ頃、<sub alias='ハーバード'>Harvard</sub>大学の<sub alias='ホーソン'>Hawthorne</sub>実験が衝撃的な結果を報告していた。工場の照明を明るくしても暗くしても、生産性が上がる。
16,OrionEp22_016.mp3,7.86,00:02:03:08,00:02:11:04,235,NO,0.00,kore,物理的条件ではなく、「観察されている」という人間関係が生産性を左右していたのです。
17,OrionEp22_017.mp3,2.39,00:02:11:14,00:02:13:25,71,NO,0.00,kore,<sub alias='バーナード'>Barnard</sub>は確信しました。
18,OrionEp22_018.mp3,5.33,00:02:14:05,00:02:19:15,159,NO,0.00,charon,「非公式組織は、公式組織の運営に不可欠である」
19,OrionEp22_019.mp3,25.36,00:02:19:25,00:02:45:05,760,NO,0.00,kore,組織図に載っている関係だけでは、組織は動かない。誰と誰が信頼関係にあるか。誰が情報の<sub alias='ハブ'>hub</sub>になっているか。誰が感情的な緩衝材になっているか。ナンバー2の仕事の多くは、この「非公式組織」の中にあります。議事録にも残らない。でも、それがなければ組織は崩壊する。
20,OrionEp22_020.mp3,10.08,00:02:45:15,00:02:55:17,302,NO,0.00,kore,紀元前3世紀、中国・戦国時代。韓の国の王族に生まれた韓非は、吃音のため弁論ができず——
21,OrionEp22_021.mp3,3.50,00:02:55:27,00:02:59:12,104,NO,0.00,kore,代わりに文章で思想を磨きました。
22,OrionEp22_022.mp3,14.71,00:02:59:22,00:03:14:13,440,NO,0.00,kore,彼の著作は、敵国・秦の始皇帝を魅了した。しかし皮肉なことに、韓非は秦に招かれた後、かつての同門・李斯の讒言により獄中で毒を仰ぎます。
23,OrionEp22_023.mp3,2.25,00:03:14:23,00:03:17:01,67,NO,0.00,kore,その韓非が残した言葉。
24,OrionEp22_024.mp3,4.49,00:03:17:11,00:03:21:25,134,NO,0.00,charon,「術とは、胸中に蔵するものなり」
25,OrionEp22_025.mp3,32.26,00:03:22:05,00:03:54:12,966,NO,0.00,kore,本当の影響力は、目に見える命令や権限の中にはない。相手に「自分が決めた」と思わせながら、実は状況全体を整えている。そんな見えない力。現代の組織で、その「術」を実際に使っているのは誰でしょうか。上司が「自分で決断した」と思っている。でも実は、その決断に必要な情報を揃え、選択肢を絞り、<sub alias='タイミング'>timing</sub>を計っていたのは——影にいるあなたかもしれません。
26,OrionEp22_026.mp3,8.75,00:03:54:22,00:04:03:14,262,NO,0.00,kore,1643年、肥後国・熊本。晩年の宮本武蔵は、霊巌洞という洞窟にこもり——
27,OrionEp22_027.mp3,11.11,00:04:03:24,00:04:14:27,332,NO,0.00,kore,生涯の兵法をまとめていました。死の直前まで書き続けた『五輪書』。その「水之巻」にこうあります。
28,OrionEp22_028.mp3,4.50,00:04:15:07,00:04:19:22,134,NO,0.00,charon,「水を本として、心を水になすなり」——「水を手本として、心を水のようにせよ」
29,OrionEp22_029.mp3,18.88,00:04:20:02,00:04:38:28,565,NO,0.00,kore,水は、器に従って形を変える。四角い器なら四角に、丸い器なら丸く。しかし、その柔軟さこそが強さです。岩を穿つのは、硬い鉄ではなく、柔らかい水の滴り。
30,OrionEp22_030.mp3,17.11,00:04:39:08,00:04:56:11,512,NO,0.00,kore,ナンバー2に求められるのは、この「水」の性質かもしれません。状況に応じて形を変え、隙間に入り込み、障害を迂回する。自己主張しない。でも、確実に浸透していく。
31,OrionEp22_031.mp3,3.94,00:04:56:21,00:05:00:19,118,NO,0.00,kore,化学に「触媒」という概念があります。
32,OrionEp22_032.mp3,14.21,00:05:00:29,00:05:15:05,425,NO,0.00,kore,20世紀初頭、ドイツの化学者<sub alias='フリッツ・ハーバー'>Fritz Haber</sub>と<sub alias='カール・ボッシュ'>Carl Bosch</sub>は、空気中の窒素から<sub alias='アンモニア'>ammonia</sub>を合成する方法を発見しました。鍵となったのは「鉄触媒」。
33,OrionEp22_033.mp3,12.39,00:05:15:15,00:05:27:26,371,NO,0.00,kore,この発見は、世界の食糧生産を一変させ、<sub alias='ノーベル'>Nobel</sub>賞を受賞します。しかし、生成された<sub alias='アンモニア'>ammonia</sub>の中に、鉄の痕跡は残りません。
34,OrionEp22_034.mp3,13.33,00:05:28:06,00:05:41:15,399,NO,0.00,kore,触媒とは、反応を加速させるが、自分自身は変化しない物質。なければ反応は起こらない。でも、成果物に名前は刻まれない。
35,OrionEp22_035.mp3,8.16,00:05:41:25,00:05:50:00,244,NO,0.00,kore,ナンバー2の仕事は、触媒に似ています。「自分がいなくても同じだった」は、錯覚です。
36,OrionEp22_036.mp3,12.27,00:05:50:10,00:06:02:18,367,NO,0.00,kore,1915年、<sub alias='デンマーク'>Denmark</sub>。心理学者<sub alias='エドガー・ルビン'>Edgar Rubin</sub>は、博士論文で「図と地」という知覚の法則を発表しました。
37,OrionEp22_037.mp3,10.27,00:06:02:28,00:06:13:05,307,NO,0.00,kore,有名な「<sub alias='ルビン'>Rubin</sub>の壺」。白い部分を見れば「壺」が見える。黒い部分を見れば「向かい合う二つの顔」が見える。
38,OrionEp22_038.mp3,17.59,00:06:13:15,00:06:31:03,527,NO,0.00,kore,どちらが「図（主役）」で、どちらが「地（背景）」かは、見方によって反転する。そして重要なのは、地がなければ、図は存在できないということ。背景があるから、主役が浮かび上がる。
39,OrionEp22_039.mp3,10.50,00:06:31:13,00:06:41:27,314,NO,0.00,kore,ナンバー2は「地」かもしれません。でも、「地」なき「図」はありえない。あなたがいるから、上司は「図」として輝ける。
40,OrionEp22_040.mp3,7.25,00:06:42:07,00:06:49:14,217,NO,0.00,kore,それは従属ではありません。「図」と「地」は、互いを成り立たせている対等な関係なのです。
41,OrionEp22_041.mp3,5.92,00:06:49:24,00:06:55:22,177,NO,0.00,aoede,明日も会議がある。上司が発言し、あなたは横で控えている。
42,OrionEp22_042.mp3,3.90,00:06:56:02,00:06:59:29,116,NO,0.00,aoede,でも、少しだけ視点を変えてみてください。
43,OrionEp22_043.mp3,14.27,00:07:00:09,00:07:14:16,427,NO,0.00,kore,あなたは非公式組織の結節点であり、見えない「術」の使い手であり、形を持たない水であり、反応を加速させる触媒であり、主役を浮かび上がらせる「地」である。
44,OrionEp22_044.mp3,10.57,00:07:14:26,00:07:25:13,316,NO,0.00,kore,ナンバー2であることは、劣っていることではない。それは、誰にも見えない場所で、組織という絵画を成り立たせていることなのです。
45,OrionEp22_045.mp3,14.57,00:07:25:23,00:07:40:10,436,NO,0.00,kore,夜空を見上げると、<sub alias='オリオン'>Orion</sub>座が輝いています。私たちが見ているのは、明るい星だけ。でも、その星々の間には、見えない暗黒物質が満ちている。
46,OrionEp22_046.mp3,12.93,00:07:40:20,00:07:53:17,387,NO,0.00,kore,宇宙の構造を支えているのは、光ではなく、見えない質量なのです。知識の星座は、見る人によって違う物語を紡ぎます。
47,OrionEp22_047.mp3,5.58,00:07:53:27,00:07:59:14,167,NO,0.00,kore,今夜、あなたの「見えない仕事」に、静かな誇りが灯りますように。
